,location,total_sqft,bath,price,bhk
7765,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
7766,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
7767,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7769,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7771,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7772,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7773,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
7774,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
7775,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7776,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7779,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
7780,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
7781,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
7782,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
7783,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
7784,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
7785,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
7787,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
7788,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
7789,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
7790,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
7792,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
7794,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7795,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
7796,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
7797,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7798,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
7799,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
7800,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
7801,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
7802,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
7803,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
7805,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
7806,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
7807,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
7808,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
7809,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
7810,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
7811,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
7812,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
7813,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
7814,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
7815,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7816,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
7817,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
7818,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
7819,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7820,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
7821,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
7822,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
7823,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
7824,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
7825,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
7826,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
7827,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
7829,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
7830,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
7831,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
7832,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
7833,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
7834,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
7835,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
7836,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
7837,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
7838,Rajaji Nagar,1640.0,3.0,229.0,3
7839,Rajaji Nagar,2390.0,3.0,415.0,3
7840,Rajaji Nagar,2390.0,3.0,410.0,3
7842,Rajaji Nagar,3516.0,4.0,540.0,4
7843,Rajaji Nagar,1640.0,3.0,223.0,3
7845,Rajaji Nagar,3526.0,4.0,558.0,4
7848,Rajaji Nagar,1800.0,3.0,260.0,3
7849,Rajaji Nagar,1640.0,3.0,241.0,3
7850,Rajaji Nagar,1370.0,2.0,170.0,2
7851,Rajaji Nagar,2409.0,3.0,360.0,3
7853,Rajaji Nagar,1718.0,3.0,288.0,2
7854,Rajaji Nagar,2386.0,3.0,334.0,3
7855,Rajaji Nagar,3436.0,6.0,500.0,4
7856,Rajaji Nagar,1200.0,2.0,150.0,2
7857,Rajaji Nagar,1160.0,1.0,163.0,2
7858,Rajaji Nagar,1222.0,2.0,112.0,2
7859,Rajaji Nagar,660.0,1.0,75.0,1
7860,Rajaji Nagar,1440.0,2.0,170.0,2
7861,Rajaji Nagar,2448.0,3.0,400.0,3
7862,Rajaji Nagar,1440.0,2.0,185.0,2
7863,Rajaji Nagar,1640.0,3.0,230.0,3
7866,Rajaji Nagar,1800.0,2.0,250.0,3
7867,Rajaji Nagar,3100.0,4.0,550.0,4
7868,Rajaji Nagar,3526.0,4.0,598.0,4
7869,Rajaji Nagar,1357.0,2.0,130.0,2
7870,Rajaji Nagar,2300.0,3.0,369.0,3
7871,Rajaji Nagar,1640.0,3.0,220.0,3
7872,Rajaji Nagar,2500.0,3.0,350.0,3
7875,Rajaji Nagar,2559.0,3.0,403.0,3
7876,Rajaji Nagar,1763.0,3.0,262.0,2
7877,Rajaji Nagar,1640.0,3.0,220.0,3
7881,Rajaji Nagar,1800.0,3.0,240.0,3
7882,Rajaji Nagar,2533.0,3.0,425.0,3
7883,Rajaji Nagar,1268.0,2.0,127.0,2
7884,Rajaji Nagar,2450.0,3.0,330.0,3
7885,Rajaji Nagar,1640.0,3.0,262.0,3
7886,Rajaji Nagar,1200.0,1.0,200.0,2
7887,Rajaji Nagar,2367.0,3.0,375.0,3
7888,Rajaji Nagar,2440.0,2.0,415.0,4
7889,Rajaji Nagar,1640.0,3.0,251.0,3
7891,Rajaji Nagar,1640.0,3.0,268.0,3
7892,Rajaji Nagar,2367.0,4.0,340.0,3
7894,Rajaji Nagar,3600.0,5.0,510.0,5
7895,Rajaji Nagar,1350.0,4.0,230.0,4
7898,Rajaji Nagar,2400.0,5.0,408.0,5
7899,Rajaji Nagar,2500.0,3.0,340.0,3
7900,Rajaji Nagar,2390.0,3.0,372.0,3
7901,Rajaji Nagar,2415.0,3.0,399.0,3
7902,Rajaji Nagar,1718.0,3.0,275.0,2
7903,Rajaji Nagar,1763.0,3.0,240.0,2
7904,Rajaji Nagar,2367.0,3.0,320.0,3
7905,Rajaji Nagar,2409.0,3.0,395.0,3
7906,Rajaji Nagar,1314.0,2.0,225.0,2
7907,Rajaji Nagar,1440.0,2.0,165.0,2
7908,Rajaji Nagar,1640.0,3.0,245.0,3
7909,Rajiv Nagar,1690.0,3.0,125.0,3
7910,Rajiv Nagar,1263.0,2.0,93.32,2
7911,Rajiv Nagar,2340.0,4.0,148.0,4
7912,Rajiv Nagar,2340.0,5.0,129.0,4
7913,Rajiv Nagar,1330.0,2.0,93.0,2
7914,Rajiv Nagar,2340.0,5.0,129.0,4
7915,Rajiv Nagar,1309.0,2.0,80.0,2
7916,Rajiv Nagar,2340.0,4.0,145.0,4
7917,Rajiv Nagar,2330.0,5.0,175.0,4
7918,Rajiv Nagar,2340.0,5.0,160.0,4
7919,Ramagondanahalli,1151.0,2.0,48.77,2
7920,Ramagondanahalli,1251.0,2.0,47.0,2
7921,Ramagondanahalli,1235.0,2.0,52.04,2
7922,Ramagondanahalli,1610.0,2.0,111.0,3
7923,Ramagondanahalli,540.0,1.0,30.0,1
7925,Ramagondanahalli,1235.0,2.0,46.8,2
7926,Ramagondanahalli,1215.0,2.0,51.26,2
7927,Ramagondanahalli,2257.0,4.0,157.0,3
7928,Ramagondanahalli,1251.0,2.0,47.4,2
7929,Ramagondanahalli,1610.0,2.0,115.0,3
7930,Ramagondanahalli,920.0,2.0,65.0,2
7931,Ramagondanahalli,1215.0,2.0,45.5,2
7933,Ramagondanahalli,1253.0,2.0,52.66,2
7934,Ramagondanahalli,1295.0,2.0,95.0,2
7935,Ramagondanahalli,1151.0,2.0,50.5,2
7936,Ramagondanahalli,1235.0,2.0,49.3,2
7937,Ramagondanahalli,2257.0,3.0,159.0,3
7938,Ramagondanahalli,1295.0,2.0,95.0,2
7940,Ramagondanahalli,1910.0,3.0,142.0,3
7941,Ramagondanahalli,1215.0,2.0,46.1,2
7943,Ramagondanahalli,1251.0,2.0,50.0,2
7944,Ramagondanahalli,1610.0,2.0,115.0,3
7945,Ramagondanahalli,1151.0,2.0,43.6,2
7947,Ramagondanahalli,1251.0,2.0,53.0,2
7948,Ramagondanahalli,845.0,2.0,45.82,2
7949,Ramagondanahalli,1910.0,3.0,150.0,3
7951,Ramagondanahalli,2040.0,3.0,114.0,3
7953,Ramagondanahalli,1251.0,2.0,46.0,2
7955,Ramagondanahalli,1151.0,2.0,46.0,2
7956,Ramagondanahalli,1610.0,2.0,112.0,3
7957,Ramagondanahalli,1610.0,2.0,115.0,3
7958,Ramagondanahalli,1200.0,3.0,56.1,3
7959,Ramagondanahalli,2787.0,5.0,220.0,4
7961,Ramagondanahalli,1125.0,2.0,75.0,2
7962,Ramagondanahalli,1151.0,2.0,42.5,2
7963,Ramagondanahalli,2257.0,3.0,155.0,3
7964,Ramagondanahalli,1500.0,3.0,100.0,3
7966,Ramagondanahalli,1910.0,3.0,131.0,3
7967,Ramamurthy Nagar,3700.0,4.0,225.0,4
7968,Ramamurthy Nagar,3500.0,5.0,150.0,5
7969,Ramamurthy Nagar,1050.0,2.0,37.0,2
7970,Ramamurthy Nagar,1040.0,2.0,50.0,2
7972,Ramamurthy Nagar,1200.0,3.0,72.0,2
7973,Ramamurthy Nagar,360.0,1.0,26.0,1
7974,Ramamurthy Nagar,950.0,2.0,50.79,2
7975,Ramamurthy Nagar,1200.0,2.0,66.0,3
7976,Ramamurthy Nagar,1525.0,3.0,100.0,3
7977,Ramamurthy Nagar,1200.0,2.0,80.0,2
7978,Ramamurthy Nagar,1200.0,2.0,42.0,2
7980,Ramamurthy Nagar,1100.0,2.0,68.0,2
7981,Ramamurthy Nagar,1185.0,2.0,45.5,2
7982,Ramamurthy Nagar,1170.0,2.0,46.8,2
7983,Ramamurthy Nagar,1150.0,2.0,51.0,2
7984,Ramamurthy Nagar,1200.0,2.0,48.0,2
7986,Ramamurthy Nagar,1110.0,2.0,65.0,2
7988,Ramamurthy Nagar,1200.0,2.0,78.0,2
7990,Ramamurthy Nagar,600.0,1.0,43.0,1
7991,Ramamurthy Nagar,1006.0,2.0,57.0,2
7992,Ramamurthy Nagar,1200.0,2.0,76.0,2
7995,Ramamurthy Nagar,700.0,2.0,33.0,2
7996,Ramamurthy Nagar,1125.0,2.0,47.0,2
7997,Ramamurthy Nagar,1000.0,2.0,62.0,2
7998,Ramamurthy Nagar,1334.0,2.0,67.0,2
7999,Ramamurthy Nagar,1200.0,2.0,46.0,2
8000,Ramamurthy Nagar,1200.0,2.0,57.9,2
8002,Ramamurthy Nagar,1360.0,2.0,45.0,2
8003,Ramamurthy Nagar,1170.0,2.0,44.0,2
8004,Ramamurthy Nagar,2200.0,4.0,130.0,4
8005,Ramamurthy Nagar,1050.0,2.0,51.66,2
8006,Ramamurthy Nagar,2916.0,5.0,230.0,4
8007,Ramamurthy Nagar,2316.0,3.0,125.0,3
8008,Ramamurthy Nagar,1101.0,2.0,50.0,2
8009,Ramamurthy Nagar,1150.0,2.0,40.0,2
8011,Ramamurthy Nagar,1050.0,2.0,37.8,2
8012,Ramamurthy Nagar,935.0,2.0,39.0,2
8013,Ramamurthy Nagar,1200.0,2.0,68.0,2
8014,Ramamurthy Nagar,540.0,1.0,35.0,1
8015,Ramamurthy Nagar,960.0,2.0,35.0,2
8016,Rayasandra,1314.0,2.0,63.0,3
8017,Rayasandra,1065.0,2.0,44.95,2
8018,Rayasandra,1708.0,3.0,75.0,3
8019,Rayasandra,1199.0,2.0,48.5,3
8020,Rayasandra,1577.0,3.0,67.0,3
8021,Rayasandra,1253.0,2.0,57.0,2
8022,Rayasandra,583.0,1.0,26.9,1
8023,Rayasandra,1198.0,2.0,54.0,2
8024,Rayasandra,1555.0,3.0,75.17,3
8025,Rayasandra,1458.0,3.0,60.0,3
8026,Rayasandra,1179.0,2.0,55.0,3
8027,Rayasandra,1601.0,3.0,70.0,3
8028,Rayasandra,1708.0,3.0,76.0,4
8029,Rayasandra,470.0,1.0,21.0,1
8030,Rayasandra,3600.0,5.0,145.0,5
8031,Rayasandra,1357.0,2.0,59.0,3
8032,Sadashiva Nagar,3761.0,3.0,660.0,3
8033,Sadashiva Nagar,2780.0,5.0,480.0,4
8034,Sadashiva Nagar,2720.0,4.0,485.0,4
8035,Sadashiva Nagar,3761.0,3.0,650.0,3
8036,Sadashiva Nagar,3850.0,3.0,650.0,3
8037,Sadashiva Nagar,3500.0,4.0,700.0,4
8038,Sadashiva Nagar,7500.0,5.0,1500.0,5
8040,Sahakara Nagar,1500.0,2.0,95.0,3
8041,Sahakara Nagar,1100.0,2.0,56.0,2
8042,Sahakara Nagar,1219.0,2.0,48.0,2
8043,Sahakara Nagar,1100.0,2.0,75.0,3
8044,Sahakara Nagar,1655.0,3.0,115.0,3
8045,Sahakara Nagar,1150.0,2.0,54.0,2
8046,Sahakara Nagar,1270.0,2.0,69.85,2
8047,Sahakara Nagar,960.0,2.0,56.0,2
8048,Sahakara Nagar,1048.0,2.0,50.0,2
8049,Sahakara Nagar,1160.0,2.0,55.0,2
8050,Sahakara Nagar,1200.0,2.0,75.0,3
8051,Sahakara Nagar,2500.0,4.0,200.0,4
8052,Sahakara Nagar,1914.0,3.0,179.0,3
8053,Sahakara Nagar,1500.0,3.0,125.0,3
8054,Sahakara Nagar,1100.0,2.0,55.0,2
8055,Sahakara Nagar,1914.0,3.0,149.0,3
8056,Sahakara Nagar,1000.0,2.0,60.0,2
8058,Sahakara Nagar,1175.0,2.0,49.0,2
8059,Sahakara Nagar,1370.0,2.0,90.0,3
8060,Sahakara Nagar,1100.0,2.0,55.0,2
8061,Sahakara Nagar,1100.0,2.0,75.0,3
8062,Sahakara Nagar,1180.0,2.0,72.0,2
8063,Sahakara Nagar,1200.0,2.0,60.0,2
8064,Sahakara Nagar,1032.0,2.0,45.0,2
8065,Sahakara Nagar,1200.0,2.0,46.0,2
8066,Sahakara Nagar,1270.0,2.0,96.0,2
8067,Sahakara Nagar,1201.0,2.0,80.0,2
8068,Sahakara Nagar,1200.0,2.0,54.0,2
8069,Sahakara Nagar,1291.0,2.0,72.3,2
8070,Sanjay nagar,1000.0,2.0,70.0,2
8071,Sanjay nagar,1100.0,2.0,98.0,2
8072,Sanjay nagar,1150.0,2.0,72.2,2
8073,Sanjay nagar,1800.0,3.0,180.0,3
8074,Sanjay nagar,630.0,1.0,35.0,2
8075,Sanjay nagar,3300.0,3.0,250.0,5
8076,Sanjay nagar,1900.0,2.0,180.0,3
8077,Sanjay nagar,1575.0,2.0,90.0,2
8080,Sanjay nagar,960.0,2.0,55.0,2
8081,Sanjay nagar,1050.0,2.0,59.0,2
8082,Sanjay nagar,1150.0,2.0,70.0,2
8083,Sanjay nagar,1500.0,3.0,150.0,3
8084,Sanjay nagar,1180.0,2.0,80.0,2
8085,Sarakki Nagar,2121.0,4.0,253.0,3
8086,Sarakki Nagar,2289.0,3.0,260.0,3
8087,Sarakki Nagar,2500.0,4.0,325.0,3
8088,Sarakki Nagar,2145.0,4.0,270.0,3
8089,Sarakki Nagar,1200.0,3.0,128.0,3
8090,Sarakki Nagar,2663.0,4.0,338.0,3
8094,Sarjapur,2250.0,3.0,148.0,3
8095,Sarjapur,1600.0,3.0,75.0,3
8096,Sarjapur,1242.0,2.0,43.49,2
8097,Sarjapur,913.0,2.0,32.0,2
8098,Sarjapur,1128.0,2.0,60.0,2
8099,Sarjapur,1185.0,2.0,47.0,2
8100,Sarjapur,649.0,1.0,17.535,1
8101,Sarjapur,1020.0,2.0,35.0,2
8102,Sarjapur,1195.0,2.0,42.0,2
8103,Sarjapur,1240.0,2.0,44.0,2
8105,Sarjapur,950.0,2.0,32.5,2
8106,Sarjapur,1285.0,2.0,68.0,3
8108,Sarjapur,925.0,2.0,25.0,2
8109,Sarjapur,3190.0,3.0,160.0,4
8110,Sarjapur,1215.0,2.0,40.0,2
8112,Sarjapur,1200.0,3.0,78.0,3
8113,Sarjapur,1000.0,2.0,30.0,2
8114,Sarjapur,1157.0,2.0,40.0,2
8115,Sarjapur,2238.0,3.0,140.0,3
8116,Sarjapur,2020.0,3.0,85.0,3
8117,Sarjapur,2885.0,3.0,185.0,4
8119,Sarjapur,1240.0,2.0,44.3,2
8120,Sarjapur,625.0,1.0,19.0,1
8121,Sarjapur,2585.0,4.0,139.5,4
8122,Sarjapur,940.0,2.0,25.38,2
8123,Sarjapur,2100.0,3.0,125.0,4
8124,Sarjapur,913.0,2.0,36.0,2
8125,Sarjapur,1404.0,2.0,53.35,3
8126,Sarjapur,1830.0,3.0,88.0,3
8127,Sarjapur,1364.0,2.0,56.0,3
8128,Sarjapur,1124.0,2.0,30.35,2
8129,Sarjapur,1044.0,2.0,32.0,2
8130,Sarjapur,650.0,1.0,19.87,1
8131,Sarjapur,1175.0,2.0,42.0,2
8132,Sarjapur,1240.0,2.0,43.1,2
8134,Sarjapur,1032.0,2.0,42.0,2
8136,Sarjapur,1044.0,2.0,34.0,2
8137,Sarjapur,1200.0,3.0,76.13,3
8138,Sarjapur,1200.0,2.0,62.0,2
8139,Sarjapur,900.0,2.0,27.98,2
8141,Sarjapur,1205.0,2.0,29.0,2
8142,Sarjapur,850.0,2.0,32.0,2
8143,Sarjapur,1175.0,2.0,41.68,2
8145,Sarjapur,920.0,2.0,33.0,2
8147,Sarjapur,1150.0,2.0,41.0,2
8148,Sarjapur,1200.0,2.0,42.6,2
8149,Sarjapur,1333.0,3.0,50.0,3
8150,Sarjapur,1044.0,2.0,36.0,2
8151,Sarjapur,950.0,2.0,35.0,2
8153,Sarjapur,2172.0,3.0,100.0,3
8154,Sarjapur,633.0,1.0,17.09,1
8155,Sarjapur,1500.0,5.0,95.0,3
8156,Sarjapur,1451.0,2.0,87.0,2
8157,Sarjapur,2400.0,3.0,140.0,4
8158,Sarjapur,1525.0,2.0,68.0,3
8159,Sarjapur,1095.0,2.0,45.0,2
8160,Sarjapur,1425.0,3.0,57.0,3
8161,Sarjapur  Road,2497.0,3.0,140.0,3
8162,Sarjapur  Road,1787.0,3.0,98.29,3
8163,Sarjapur  Road,1787.0,3.0,125.0,3
8167,Sarjapur  Road,1000.0,2.0,67.0,2
8168,Sarjapur  Road,1346.0,2.0,74.03,2
8169,Sarjapur  Road,1195.0,2.0,70.0,2
8170,Sarjapur  Road,1550.0,3.0,100.0,3
8171,Sarjapur  Road,2100.0,3.0,125.0,3
8173,Sarjapur  Road,1691.0,3.0,113.0,3
8174,Sarjapur  Road,1278.0,2.0,95.0,2
8175,Sarjapur  Road,2238.0,3.0,140.0,3
8176,Sarjapur  Road,1800.0,3.0,110.0,3
8180,Sarjapur  Road,1984.0,4.0,146.0,3
8182,Sarjapur  Road,1128.0,2.0,59.0,2
8184,Sarjapur  Road,1700.0,3.0,110.0,3
8185,Sarjapur  Road,1157.0,2.0,75.0,3
8186,Sarjapur  Road,1282.0,2.0,72.0,2
8187,Sarjapur  Road,4111.0,4.0,310.0,4
8188,Sarjapur  Road,3430.0,6.0,228.5,4
8189,Sarjapur  Road,3900.0,4.0,300.0,4
8192,Sarjapur  Road,1050.0,2.0,62.0,2
8193,Sarjapur  Road,1700.0,3.0,135.0,3
8194,Sarjapur  Road,1691.0,3.0,119.0,3
8195,Sarjapur  Road,1846.0,3.0,140.0,3
8196,Sarjapur  Road,1200.0,3.0,95.0,3
8199,Sarjapur  Road,1819.0,3.0,100.0,3
8200,Sarjapur  Road,1845.0,4.0,110.0,3
8201,Sarjapur  Road,1233.0,2.0,77.65,2
8205,Sarjapur  Road,3750.0,6.0,290.0,4
8207,Sarjapur  Road,1680.0,3.0,112.0,3
8208,Sarjapur  Road,1255.0,2.0,92.0,2
8210,Sarjapur  Road,1311.0,2.0,78.0,2
8212,Sarjapur  Road,1157.0,2.0,75.0,3
8213,Sarjapur  Road,1145.0,2.0,75.0,2
8214,Sarjapur  Road,1300.0,2.0,70.0,3
8217,Sarjapur  Road,1476.0,2.0,98.94,3
8218,Sarjapur  Road,2180.0,3.0,170.0,3
8221,Sarjapur  Road,1750.0,3.0,110.0,3
8224,Sarjapur  Road,1200.0,3.0,70.0,3
8225,Sarjapur  Road,2600.0,3.0,200.0,3
8227,Sarjapur  Road,685.0,1.0,40.0,1
8229,Sarjapur  Road,2720.0,5.0,210.0,3
8230,Sarjapur  Road,1241.0,2.0,82.0,2
8233,Sarjapur  Road,3785.0,6.0,280.0,4
8234,Sarjapur  Road,835.0,1.0,46.95,1
8235,Sarjapur  Road,1280.0,2.0,76.0,2
8238,Sarjapur  Road,1263.0,2.0,78.0,2
8239,Sarjapur  Road,1691.0,3.0,98.0,3
8241,Sarjapur  Road,1308.0,2.0,83.0,2
8242,Sarjapur  Road,1592.0,3.0,91.0,3
8244,Sarjapur  Road,1150.0,2.0,77.0,2
8245,Sarjapur  Road,1965.0,3.0,120.0,3
8246,Sarjapur  Road,2275.0,4.0,180.0,3
8248,Sarjapur  Road,1418.0,2.0,78.0,2
8249,Sarjapur  Road,1200.0,2.0,93.0,2
8252,Sarjapur  Road,1115.0,2.0,60.0,2
8253,Sarjapur  Road,1525.0,2.0,87.0,3
8254,Sarjapur  Road,1346.0,2.0,71.32,2
8255,Sarjapur  Road,3905.0,7.0,290.0,5
8257,Sarjapur  Road,715.0,1.0,29.0,1
8258,Sarjapur  Road,1230.0,2.0,94.5,2
8259,Sarjapur  Road,1750.0,3.0,99.0,3
8260,Sarjapur  Road,1145.0,2.0,62.0,2
8261,Sarjapur  Road,1500.0,3.0,88.0,3
8263,Sarjapur  Road,1846.0,3.0,145.0,3
8264,Sarjapur  Road,1067.0,2.0,60.0,2
8266,Sarjapur  Road,1700.0,3.0,95.0,3
8267,Sarjapur  Road,1230.0,2.0,65.0,2
8269,Sarjapur  Road,3785.0,5.0,280.0,4
8270,Sarjapur  Road,2556.0,3.0,169.0,3
8271,Sarjapur  Road,1278.0,2.0,90.0,2
8273,Sarjapur  Road,1305.0,2.0,99.0,2
8274,Sarjapur  Road,1755.0,3.0,122.0,3
8275,Sarjapur  Road,4334.0,2.0,338.0,4
8278,Sarjapur  Road,1700.0,3.0,93.5,3
8280,Sarjapur  Road,1060.0,2.0,55.0,2
8281,Sarjapur  Road,1455.0,2.0,98.0,3
8282,Sarjapur  Road,1850.0,3.0,140.0,3
8283,Sarjapur  Road,950.0,1.0,39.9,1
8284,Sarjapur  Road,1826.0,3.0,130.0,3
8287,Sarjapur  Road,1660.0,2.0,116.0,3
8288,Sarjapur  Road,1700.0,3.0,108.0,3
8289,Sarjapur  Road,1539.0,3.0,85.0,3
8290,Sarjapur  Road,1489.0,2.0,82.0,3
8292,Sarjapur  Road,1200.0,2.0,75.0,2
8296,Sarjapur  Road,3044.0,3.0,183.0,3
8299,Sarjapur  Road,1877.0,4.0,150.0,3
8301,Sarjapur  Road,1229.0,2.0,70.0,2
8302,Sarjapur  Road,1342.0,2.0,70.0,2
8303,Sarjapur  Road,1711.0,3.0,110.0,3
8307,Sarjapur  Road,1050.0,2.0,63.5,2
8308,Sarjapur  Road,1350.0,2.0,102.0,2
8309,Sarjapur  Road,2990.0,4.0,240.0,4
8311,Sarjapur  Road,1457.0,3.0,85.0,3
8312,Sarjapur  Road,1685.0,3.0,135.0,3
8314,Sarjapur  Road,1200.0,3.0,70.0,3
8318,Sarjapur  Road,984.0,2.0,55.0,2
8322,Sarjapur  Road,1320.0,2.0,100.0,2
8323,Sarjapur  Road,1984.0,4.0,145.0,3
8327,Sarjapur  Road,1550.0,2.0,89.0,3
8328,Sarjapur  Road,2425.0,5.0,201.0,4
8329,Sarjapur  Road,1691.0,3.0,113.0,3
8331,Sarjapur  Road,2070.0,4.0,160.0,3
8333,Sarjapur  Road,1435.0,3.0,90.0,3
8335,Sarjapur  Road,1262.0,2.0,67.0,2
8336,Sarjapur  Road,1693.0,3.0,125.0,3
8337,Sarjapur  Road,1826.0,3.0,125.0,3
8338,Sarjapur  Road,1660.0,3.0,116.0,3
8340,Sarjapur  Road,1830.0,3.0,119.0,3
8344,Sarjapur  Road,2900.0,4.0,240.0,4
8345,Sarjapur  Road,1059.0,2.0,68.0,2
8347,Sarjapur  Road,1157.0,2.0,74.0,3
8348,Sarjapur  Road,1700.0,3.0,118.0,3
8349,Sarjapur  Road,1691.0,3.0,120.0,3
8351,Sarjapur  Road,1308.0,2.0,75.0,2
8352,Sarjapur  Road,1580.0,3.0,125.0,3
8354,Sarjapur  Road,1763.25,3.0,98.0,3
8355,Sarjapur  Road,1826.0,3.0,130.0,3
8356,Sarjapur  Road,1550.0,2.0,98.0,3
8359,Sarjapur  Road,1819.0,3.0,100.0,3
8360,Sarjapur  Road,984.0,2.0,59.0,2
8361,Sarjapur  Road,1489.0,3.0,88.0,3
8362,Sarjapur  Road,702.0,1.0,52.0,1
8363,Sarjapur  Road,1242.0,2.0,75.0,2
8364,Sarjapur  Road,2275.0,4.0,185.0,3
8365,Sarjapur  Road,2100.0,3.0,135.0,3
8366,Sarjapur  Road,1700.0,3.0,93.5,3
8367,Sarjapur  Road,1862.0,4.0,110.0,3
8368,Sarjapur  Road,2275.0,4.0,175.0,3
8369,Sarjapur  Road,1787.0,3.0,116.0,3
8370,Sarjapur  Road,1691.0,3.0,93.01,3
8371,Sarjapur  Road,1028.0,2.0,56.0,2
8373,Sarjapur  Road,1181.0,2.0,65.0,3
8374,Sarjapur  Road,1691.0,3.0,100.0,3
8375,Sarjapur  Road,1026.0,2.0,60.55,2
8376,Sarjapur  Road,1350.0,2.0,85.0,2
8377,Sarjapur  Road,1157.0,2.0,72.0,3
8378,Sarjapur  Road,1019.0,2.0,62.0,2
8379,Sarjapur  Road,3418.0,3.0,235.0,4
8380,Sarjapur  Road,691.0,1.0,31.1,1
8384,Sarjapur  Road,1881.0,3.0,145.0,3
8385,Sarjapur  Road,2275.0,4.0,182.0,3
8388,Sarjapur  Road,1881.0,3.0,145.0,3
8390,Sarjapur  Road,2880.0,3.0,211.0,4
8391,Sarjapur  Road,3418.0,2.0,222.0,4
8393,Sarjapur  Road,675.0,1.0,27.0,1
8394,Sarjapur  Road,1773.0,2.0,102.92,3
8395,Sarjapur  Road,1346.0,2.0,74.03,2
8396,Sarjapur  Road,1691.0,3.0,119.0,3
8397,Sarjapur  Road,1335.0,2.0,95.0,2
8399,Sarjapur  Road,1680.0,3.0,126.0,3
8400,Sarjapur  Road,1222.0,2.0,68.0,3
8401,Sarjapur  Road,3420.0,4.0,225.0,4
8402,Sarjapur  Road,1510.0,2.0,110.0,3
8403,Sarjapur  Road,1242.0,2.0,78.0,2
8405,Sarjapur  Road,1129.0,2.0,69.0,2
8406,Sarjapur  Road,1850.0,3.0,140.0,3
8408,Sarjapur  Road,1879.0,3.0,155.0,3
8409,Sarjapur  Road,1157.0,2.0,75.0,3
